"# Referenced from Sreedhar B, Kawajiri Y, Multi-column chromatographic process development using simulated moving bed superstructure and simultaneous optimization - Model correction framework, Chemical Engineering Science, 2014;116,428-441",Data01,Data02,Data03,Data04,Data05,Data06,Data07,Data08,Data09,Data10,Data11,Data12,Data13,Data14,Data15
Steptime,169.1 ,671.8 ,,,,,,,,,,,,,
